version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S911B,1775728221022,2026-04-09_09-50-21,Europe/Amsterdam,android,1.56.0,1c2b50a5-0d41-4269-89cd-d6a734f19c03,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Watch Location|Watch Barometer|Watch Magnetometer|Pedometer|Activity|Network|WiFi|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10|10|10|10|10|10|0|0|10|10|10|10|0|2000|40000||10|10|10|10|10|10|10|10|10,true,36
