time,seconds_elapsed,relativeAltitude,pressure
1775728221278063600,0.256063720703125,0,1015.449462890625
1775728221318075100,0.2960751953125,-0.31178855895996094,1015.4873046875
1775728221358063400,0.3360634765625,-0.30121803283691406,1015.48583984375
1775728221398082800,0.376082763671875,-0.1321125030517578,1015.465576171875
1775728221438073900,0.416073974609375,0,1015.44970703125
1775728221478080500,0.45608056640625,0.13211441040039062,1015.43359375
1775728221518082600,0.49608251953125,0.2906513214111328,1015.414306640625
1775728221558080300,0.536080322265625,0.2060985565185547,1015.4248046875
1775728221598079700,0.576079833984375,-0.04227638244628906,1015.45458984375
1775728221638084900,0.6160849609375,-0.2430877685546875,1015.478759765625
1775728221678063400,0.6560634765625,-0.2853660583496094,1015.483642578125
1775728221718079500,0.69607958984375,-0.5020313262939453,1015.509765625
1775728221758082800,0.736082763671875,-0.7715435028076172,1015.542236328125
1775728221798063600,0.776063720703125,-0.6499996185302734,1015.52734375
1775728221838079500,0.81607958984375,-0.44390106201171875,1015.5029296875
1775728221878081300,0.856081298828125,-0.5390243530273438,1015.51416015625
1775728221918077200,0.8960771484375,-0.7768287658691406,1015.54296875
1775728221958082600,0.93608251953125,-1.1150398254394531,1015.583251953125
1775728221998073900,0.976073974609375,-1.257720947265625,1015.60107421875
1775728222038079700,1.016079833984375,-0.9406490325927734,1015.5625
1775728222078082600,1.05608251953125,-1.310567855834961,1015.60693359375
1775728222118082300,1.096082275390625,-1.6170711517333984,1015.644287109375
1775728222158079000,1.136078857421875,-1.4849567413330078,1015.6279296875
1775728222198082800,1.176082763671875,-1.2841453552246094,1015.60400390625
1775728222238082300,1.216082275390625,-0.8983726501464844,1015.5576171875
1775728222278079200,1.256079345703125,-0.9723567962646484,1015.566162109375
1775728222318082300,1.296082275390625,-0.64471435546875,1015.527099609375
1775728222358082300,1.336082275390625,-0.5178852081298828,1015.51171875
1775728222398085400,1.37608544921875,-0.6341457366943359,1015.525634765625
1775728222438081800,1.416081787109375,-0.5495929718017578,1015.515625
1775728222478083000,1.4560830078125,-0.5495929718017578,1015.515625
1775728222518065400,1.4960654296875,-0.3382110595703125,1015.489990234375
1775728222558082800,1.536082763671875,-0.3434944152832031,1015.49072265625
1775728222598082300,1.576082275390625,-0.36463356018066406,1015.4931640625
1775728222638073600,1.616073486328125,-0.8719501495361328,1015.55419921875
1775728222678078700,1.65607861328125,-1.0146331787109375,1015.571533203125
1775728222718064000,1.696064208984375,-1.1308937072753906,1015.585693359375
1775728222758073000,1.736072998046875,-1.1890220642089844,1015.59228515625
1775728222798077700,1.77607763671875,-1.0886154174804688,1015.580322265625
1775728222838082300,1.816082275390625,-0.9723567962646484,1015.566650390625
1775728222878073900,1.856073974609375,-0.8825187683105469,1015.555908203125
1775728222918084900,1.8960849609375,-0.8349571228027344,1015.5498046875
1775728222958082600,1.93608251953125,-0.6024379730224609,1015.522216796875
1775728222998082800,1.976082763671875,-0.5548763275146484,1015.516357421875
1775728223038078200,2.016078125,-1.072763442993164,1015.57861328125
1775728223078083000,2.0560830078125,-1.3898353576660156,1015.61669921875
1775728223118083000,2.0960830078125,-0.6975593566894531,1015.533203125
1775728223158080800,2.136080810546875,-0.06869888305664062,1015.45751953125
1775728223198083000,2.1760830078125,0.23252105712890625,1015.421630859375
1775728223238083300,2.216083251953125,0.35406494140625,1015.406982421875
1775728223278081000,2.2560810546875,0.32764244079589844,1015.409912109375
1775728223318081300,2.296081298828125,0.2853660583496094,1015.414794921875
1775728223358083000,2.3360830078125,0.28008079528808594,1015.41552734375
