time,seconds_elapsed,x,y,z
1775728221161544700,0.139544677734375,0.006686304212237792,0.07796650280779374,9.80668779546774
1775728221180073500,0.158073486328125,0.03161590119095781,0.1774185865421927,9.80534405719357
1775728221198602000,0.17660205078125,0.04749302419783106,0.24978077794568038,9.803703533645916
1775728221217130800,0.195130859375,0.04790798042210705,0.2542215234525322,9.803587365981157
1775728221235659500,0.213659423828125,0.05559670476997308,0.23043776431457424,9.804134660600926
1775728221254188300,0.232188232421875,0.0752095167346504,0.18814792165889316,9.804906572128466
1775728221272717000,0.250717041015625,0.09163972853970165,0.1179523035822993,9.80586245132129
1775728221291245800,0.269245849609375,0.09569469296836888,0.0037027122916801726,9.806532405272486
1775728221309774300,0.2877744140625,0.09497759206163606,-0.11776309826903167,9.805832963583066
1775728221328303000,0.30630322265625,0.08944672150772076,-0.22126140887910517,9.804095658088631
1775728221346832000,0.324831787109375,0.08699513630069253,-0.2793967427392188,9.802633233290264
1775728221365360600,0.343360595703125,0.08331101799712624,-0.2894335126531404,9.802374024491902
1775728221383889400,0.361889404296875,0.06312464864962457,-0.2773178620988098,9.802875041644356
1775728221402418200,0.380418212890625,0.029558220030571573,-0.3280965935118498,9.8014656014779
1775728221420947000,0.398947021484375,-0.0010892138971704142,-0.4182671131122233,9.798076364047274
1775728221439475700,0.417475830078125,-0.01888488009242384,-0.4906192915235825,9.79470188786207
1775728221458004200,0.436004150390625,-0.025936601983215936,-0.5629363524517074,9.790795624246577
1775728221476533000,0.454532958984375,-0.019764690736340268,-0.6191712340488984,9.787414640237046
1775728221495061800,0.473061767578125,-0.012066917226767735,-0.639684266106002,9.786107879499648
1775728221513590500,0.491590576171875,-0.005015022239124148,-0.6539108565691211,9.785173705214078
1775728221532119300,0.510119384765625,0.0026958813356345594,-0.6430653446078952,9.785893351901407
1775728221550647800,0.528647705078125,0.0032133383412692555,-0.6438976429326911,9.785838466880723
1775728221569176600,0.547176513671875,-0.0005358581600708409,-0.66388194556273,9.784503537492942
1775728221587705300,0.565705322265625,0.002446061387462151,-0.6807845044812401,9.783341733540842
1775728221606234000,0.584234130859375,0.014267239306938878,-0.7110869461730538,9.781175839379683
1775728221624763000,0.602762939453125,0.028128533986215343,-0.7222651090305064,9.780326727561453
1775728221643291600,0.621291748046875,0.025409856854946244,-0.7285876852590891,9.779865199687745
1775728221661820200,0.639820068359375,0.014025905134231348,-0.7548935952798375,9.77789281664463
1775728221680349000,0.658348876953125,0.010852414817367302,-0.7755388915820813,9.776281023617123
1775728221698877700,0.676877685546875,0.01465297938805899,-0.7438511972815564,9.778738143876124
1775728221717406200,0.69540625,0.011186096349101391,-0.714388279213491,9.780939283001958
1775728221735935000,0.71393505859375,-0.0020764242700981256,-0.7386856643250488,9.779140462115416
1775728221754463700,0.732463623046875,-0.021430280745869317,-0.8062794511238419,9.773776301397664
1775728221772992500,0.750992431640625,-0.03126451036746829,-0.863238245360661,9.76888382887923
1775728221791521300,0.769521240234375,-0.033719271952389794,-0.8447776528076556,9.770489380170053
1775728221810049800,0.7880498046875,-0.045202052373409574,-0.818029809187545,9.77271881339793
1775728221828578600,0.80657861328125,-0.0654507157621396,-0.7945775046853848,9.774538955513666
1775728221847107300,0.825107421875,-0.09047469998863542,-0.7641921906912347,9.77676191918104
1775728221865636000,0.843635986328125,-0.12008826699905818,-0.7844454432956509,9.774838778958038
1775728221884164900,0.862164794921875,-0.15903182296912785,-0.8357491608226041,9.770029745065644
1775728221902693600,0.880693603515625,-0.2103134610750008,-0.8604144171805661,9.766918873360138
1775728221921222100,0.89922216796875,-0.27526218880777703,-0.8497731736831623,9.766235983258914
1775728221939751000,0.9177509765625,-0.32291071504449703,-0.7623833928913173,9.771987987730695
1775728221958279700,0.93627978515625,-0.3599036645862877,-0.6786662204306292,9.776867111373857
1775728221976808200,0.95480810546875,-0.4046440196029317,-0.6976540023318655,9.773780799180527
1775728221995337000,0.9733369140625,-0.47368339365986606,-0.7939672379867447,9.763323669098273
1775728222013865700,0.99186572265625,-0.523553312733877,-0.8681983854220682,9.75445398227271
1775728222032394500,1.01039453125,-0.5291585934816175,-0.802072229557631,9.759811490060503
1775728222050923300,1.02892333984375,-0.5149530975617974,-0.5440683021248786,9.778346587738362
1775728222069451800,1.04745166015625,-0.5214884205404059,-0.2883370885640097,9.788879432836055
1775728222087980500,1.06598046875,-0.49984132727669894,-0.16881102914013968,9.79279890960633
1775728222106509300,1.08450927734375,-0.5020412143136671,-0.10627028757519205,9.793564736351579
1775728222125037800,1.103037841796875,-0.5075703122910761,-0.05122823971271579,9.79372232838652
1775728222143566600,1.121566650390625,-0.5307348775699412,-0.0020367356151200326,9.792628112076903
1775728222162095400,1.140095458984375,-0.7270332185809937,0.06966474237993692,9.779765770341788
1775728222180624100,1.1586240234375,-1.0469782421660425,0.18285682168302747,9.749238377596216
