time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1777561205200481000,-0.12551904296875,-1.7434391975402832,-0.25512978434562683,0.10559599846601486,0.7602090239524841,0.025775037705898285,0.07207600027322769,0.6369730234146118
1777561205220522500,-0.1054775390625,-1.9551105499267578,-0.20833073556423187,0.09921099990606308,0.8257740139961243,0.04685031250119209,0.03879699856042862,0.5538480281829834
1777561205240233700,-0.085766357421875,-2.16048002243042,-0.20476557314395905,0.10108999907970428,0.8783379793167114,0.04679161310195923,0.02761000022292137,0.4664120078086853
1777561205260344800,-0.0656552734375,-2.1527957916259766,-0.1979842185974121,0.0987749993801117,0.8768429756164551,0.050011951476335526,0.0249790009111166,0.46985501050949097
1777561205270446000,-0.055553955078125,-2.1669921875,-0.19514891505241394,0.0983550027012825,0.8802949786186218,0.05281520634889603,0.022379999980330467,0.463578999042511
1777561205280486400,-0.045513671875,-2.1799299716949463,-0.19478967785835266,0.09914299845695496,0.8833249807357788,0.05632516369223595,0.020109999924898148,0.4577130079269409
1777561205300628000,-0.0253720703125,-2.1931562423706055,-0.19652526080608368,0.10134699940681458,0.886322021484375,0.06210938096046448,0.01728699915111065,0.4515100121498108
1777561205310668300,-0.015331787109375,-2.1966636180877686,-0.1981533169746399,0.10285499691963196,0.8870810270309448,0.06547993421554565,0.015985000878572464,0.4497239887714386
1777561205340819700,0.01481982421875,-2.196143865585327,-0.19527143239974976,0.10437899827957153,0.8871470093727112,0.07794070243835449,0.009828000329434872,0.4494189918041229
1777561205350921000,0.0249208984375,-2.2133090496063232,-0.19316793978214264,0.10479599982500076,0.8910650014877319,0.08369116485118866,0.005898000206798315,0.4415709972381592
1777561205371062500,0.0450625,-2.2816145420074463,-0.18976561725139618,0.10582800209522247,0.9057350158691406,0.09550846368074417,-0.003746999893337488,0.41040098667144775
1777561205391204000,0.0652041015625,-2.2736685276031494,-0.17963187396526337,0.10452800244092941,0.9043490290641785,0.11120375990867615,-0.012563000433146954,0.4136039912700653
1777561205411315200,0.085315185546875,-2.22994327545166,-0.15647581219673157,0.09827499836683273,0.8955100178718567,0.12879811227321625,-0.023273000493645668,0.4334299862384796
1777561205421386000,0.095385986328125,-2.239750862121582,-0.14835700392723083,0.096731998026371,0.8976460099220276,0.13904665410518646,-0.030132999643683434,0.4289120137691498
1777561205461608200,0.135608154296875,-2.40094256401062,-0.13676953315734863,0.10092899948358536,0.9275540113449097,0.2085104137659073,-0.07218900322914124,0.35248199105262756
1777561205471679000,0.145678955078125,-2.4232521057128906,-0.12714430689811707,0.09780299663543701,0.9310600161552429,0.22104130685329437,-0.08085499703884125,0.3420870006084442
1777561205481688800,0.155688720703125,-2.4917397499084473,-0.10602512210607529,0.08629699796438217,0.9420819878578186,0.22892847657203674,-0.091280996799469,0.3109689950942993
1777561205491790000,0.1657900390625,-2.549268960952759,-0.08246564865112305,0.07343599945306778,0.9504370093345642,0.23567886650562286,-0.10040599852800369,0.284945011138916
1777561205501830400,0.175830322265625,-2.5968916416168213,-0.061090290546417236,0.061156000941991806,0.9568470120429993,0.2382214516401291,-0.10623899847269058,0.26346999406814575
1777561205511870700,0.18587060546875,-2.6064343452453613,-0.06291523575782776,0.06191600114107132,0.9579309821128845,0.24127574265003204,-0.10774999856948853,0.25869500637054443
1777561205521941500,0.19594140625,-2.6051807403564453,-0.06553271412849426,0.06369499862194061,0.9575780034065247,0.24483202397823334,-0.10906500369310379,0.25902000069618225
1777561205542052600,0.216052490234375,-2.614824056625366,-0.07049431651830673,0.0664450004696846,0.958420991897583,0.2519459128379822,-0.11213000118732452,0.2538509964942932
1777561205602477300,0.276477294921875,-2.661482095718384,-0.06363402307033539,0.062226999551057816,0.9632160067558289,0.2667601406574249,-0.12161000072956085,0.2314160019159317
1777561205622649600,0.296649658203125,-2.683438539505005,-0.0560939684510231,0.05764700099825859,0.9654729962348938,0.27030909061431885,-0.12486200034618378,0.22123900055885315
1777561205673003500,0.34700341796875,-2.7404396533966064,-0.044158272445201874,0.049571000039577484,0.9704989790916443,0.2836354076862335,-0.13412100076675415,0.19412800669670105
1777561205733428200,0.40742822265625,-2.8479855060577393,-0.018121227622032166,0.03136000037193298,0.9776290059089661,0.3089260458946228,-0.15087899565696716,0.14315000176429749
1777561205753508900,0.4275087890625,-2.880035638809204,-0.00852112751454115,0.024983000010252,0.9788309931755066,0.3205765187740326,-0.15769000351428986,0.1280589997768402
1777561205763610000,0.437610107421875,-2.8909573554992676,-0.0035032702144235373,0.02206300012767315,0.9789549708366394,0.32705527544021606,-0.16130700707435608,0.12303899973630905
1777561205773681000,0.447680908203125,-2.906355381011963,0.0022889135871082544,0.01843399927020073,0.9791820049285889,0.33483991026878357,-0.16561999917030334,0.11589600145816803
1777561205803862800,0.47786279296875,-2.950458526611328,0.02444504015147686,0.0050940001383423805,0.9791060090065002,0.3596225082874298,-0.17916199564933777,0.09605199843645096
1777561205834044700,0.508044677734375,-3.022602081298828,0.07056916505098343,-0.023000000044703484,0.9781950116157532,0.39102160930633545,-0.19586099684238434,0.06513199955224991
1777561205884398800,0.55839892578125,3.073805809020996,0.21217356622219086,0.11073499917984009,-0.9681249856948853,0.4629412591457367,0.2244960069656372,0.00851999968290329
1777561205894500000,0.5685,3.0065829753875732,0.2524084448814392,0.13796399533748627,-0.9629520177841187,0.4842439889907837,0.22907200455665588,0.03485500067472458
1777561205914611200,0.588611083984375,2.8726978302001953,0.3234825134277344,0.18873299658298492,-0.9493579864501953,0.5316553711891174,0.23611199855804443,0.08572199940681458
1777561205934722300,0.608722412109375,2.7288780212402344,0.3860680162906647,0.23838500678539276,-0.9300709962844849,0.5938343405723572,0.2434609979391098,0.1373549997806549
1777561205995086000,0.669086181640625,2.3176257610321045,0.41332486271858215,0.32607099413871765,-0.8577719926834106,0.8018929958343506,0.27437499165534973,0.2874400019645691
1777561206015227600,0.6892275390625,2.1859335899353027,0.3852955996990204,0.34562599658966064,-0.8264340162277222,0.8773788213729858,0.29049599170684814,0.33639198541641235
1777561206025298400,0.69929833984375,2.130127191543579,0.36721181869506836,0.3527030050754547,-0.8115500211715698,0.9095152616500854,0.2983419895172119,0.35774001479148865
1777561206035338800,0.7093388671875,2.068467378616333,0.33818453550338745,0.3583869934082031,-0.7933220267295837,0.946395754814148,0.3095319867134094,0.38260599970817566
1777561206045409500,0.719409423828125,2.024428129196167,0.3086642920970917,0.36064401268959045,-0.7783409953117371,0.9758459329605103,0.32085201144218445,0.4014649987220764
1777561206055449900,0.729449951171875,1.9745557308197021,0.2672988474369049,0.3618159890174866,-0.7591180205345154,1.0114681720733643,0.3364560008049011,0.42382198572158813
1777561206075591400,0.74959130859375,1.882964849472046,0.1833796501159668,0.36494800448417664,-0.718101978302002,1.0804966688156128,0.36785298585891724,0.46456900238990784
1777561206105773300,0.779773193359375,1.7813775539398193,0.07867854833602905,0.37217798829078674,-0.6616219878196716,1.168769359588623,0.40797901153564453,0.50723797082901
1777561206156096800,0.8300966796875,1.7208324670791626,-0.07957626134157181,0.36116600036621094,-0.595395028591156,1.2660430669784546,0.46904700994491577,0.5431920289993286
1777561206176177400,0.850177490234375,1.748834252357483,-0.12743788957595825,0.34907400608062744,-0.5842599868774414,1.302068829536438,0.4964590072631836,0.5388090014457703
1777561206196319000,0.870319091796875,1.7839075326919556,-0.14926594495773315,0.3405979871749878,-0.5819630026817322,1.3296104669570923,0.5156490206718445,0.5285990238189697
1777561206236724200,0.91072412109375,1.8481839895248413,-0.15987981855869293,0.32917100191116333,-0.587207019329071,1.364146113395691,0.5388540029525757,0.5064290165901184
1777561206266906000,0.940906005859375,1.8587080240249634,-0.14909663796424866,0.33077099919319153,-0.5911369919776917,1.3679033517837524,0.5394039750099182,0.5001879930496216
1777561206307158800,0.98115869140625,1.8553189039230347,-0.1123235896229744,0.3401010036468506,-0.6016479730606079,1.35405433177948,0.5267680287361145,0.49483799934387207
1777561206377685000,1.05168505859375,1.8842263221740723,0.018418220803141594,0.3689880073070526,-0.6394910216331482,1.3311454057693481,0.4951629936695099,0.45794200897216797
1777561206458190300,1.1321904296875,2.005894660949707,0.21238461136817932,0.3929949998855591,-0.7040740251541138,1.290395736694336,0.4585779905319214,0.3735499978065491
1777561206518645500,1.1926455078125,2.1435999870300293,0.34769758582115173,0.3966970145702362,-0.7530990242958069,1.234750747680664,0.4331510066986084,0.29639801383018494
1777561206589080000,1.263080078125,2.2775657176971436,0.4783563017845154,0.40240100026130676,-0.7932080030441284,1.155691385269165,0.39882901310920715,0.22322200238704681
1777561206639373000,1.313373046875,2.3270814418792725,0.5550405383110046,0.4155749976634979,-0.8056579828262329,1.1209371089935303,0.3775149881839752,0.18892599642276764
1777561206679625700,1.353625732421875,2.354053020477295,0.6076400876045227,0.4263109862804413,-0.8124480247497559,1.093189001083374,0.35995998978614807,0.1691569983959198
1777561206719878400,1.39387841796875,2.373561382293701,0.6477950811386108,0.4349899888038635,-0.8167949914932251,1.0707799196243286,0.34587201476097107,0.15492099523544312
1777561206770201900,1.444201904296875,2.364847183227539,0.675025463104248,0.4453139901161194,-0.8163549900054932,1.0631992816925049,0.3346000015735626,0.152647003531456
1777561206780273000,1.45427294921875,2.3621890544891357,0.6761112213134766,0.44606900215148926,-0.8162429928779602,1.062378168106079,0.333420991897583,0.15361499786376953
1777561206800414500,1.47441455078125,2.3487844467163086,0.6734558343887329,0.4474889934062958,-0.815081000328064,1.0637036561965942,0.33158600330352783,0.1595190018415451
1777561206810454500,1.48445458984375,2.3369498252868652,0.6706594824790955,0.44881999492645264,-0.8135600090026855,1.067736268043518,0.33123400807380676,0.16420599818229675
1777561206820556000,1.49455615234375,2.3208627700805664,0.6671972274780273,0.4509289860725403,-0.8111039996147156,1.0751651525497437,0.3314549922943115,0.17002899944782257
1777561206830626800,1.504626708984375,2.3017325401306152,0.6631990671157837,0.4537149965763092,-0.8077319860458374,1.0862215757369995,0.33256399631500244,0.1763859987258911
1777561206840758500,1.514758544921875,2.2764554023742676,0.6581095457077026,0.45745500922203064,-0.8033130168914795,1.0997947454452515,0.333514004945755,0.18490499258041382
1777561206871001600,1.545001708984375,2.205843448638916,0.625444769859314,0.4624820053577423,-0.7902600169181824,1.137582540512085,0.3405120074748993,0.2136549949645996
1777561206881102800,1.555102783203125,2.1851155757904053,0.6058511734008789,0.4609209895133972,-0.7861179709434509,1.1480377912521362,0.3448539972305298,0.22504399716854095
1777561206891173600,1.565173583984375,2.1679813861846924,0.5875637531280518,0.4589959979057312,-0.7825520038604736,1.1560105085372925,0.34873801469802856,0.23519299924373627
1777561206911315200,1.585315185546875,2.1266355514526367,0.54180908203125,0.45410799980163574,-0.7731209993362427,1.1742440462112427,0.3582249879837036,0.2602750062942505
1777561206941527600,1.615527587890625,2.018561840057373,0.46213334798812866,0.45351800322532654,-0.7479000091552734,1.2054270505905151,0.36662501096725464,0.31709998846054077
1777561206971740200,1.645740234375,1.863614559173584,0.3788602948188782,0.46317899227142334,-0.7070109844207764,1.2391867637634277,0.36636900901794434,0.38906601071357727
1777561207042205200,1.716205078125,1.8589363098144531,0.15812766551971436,0.4116570055484772,-0.6641510128974915,1.3015905618667603,0.44633498787879944,0.436147004365921
1777561207082457900,1.756457763671875,1.8964786529541016,0.046030085533857346,0.3754970133304596,-0.6462230086326599,1.3347663879394531,0.492141991853714,0.44631001353263855
1777561207132750800,1.806750732421875,1.9884660243988037,-0.030548853799700737,0.3336310088634491,-0.6455150246620178,1.3639097213745117,0.5348190069198608,0.4312410056591034
1777561207142852000,1.81685205078125,2.0107219219207764,-0.0396430604159832,0.3257890045642853,-0.6472409963607788,1.3692489862442017,0.5420770049095154,0.4255490005016327
1777561207152923000,1.8269228515625,2.0162737369537354,-0.0456937700510025,0.32318100333213806,-0.6462010145187378,1.3734924793243408,0.545566976070404,0.4246569871902466
1777561207173064400,1.847064453125,2.0006542205810547,-0.05656540393829346,0.325762003660202,-0.6384900212287903,1.3823601007461548,0.5480579733848572,0.4310919940471649
1777561207193175600,1.867175537109375,1.9851683378219604,-0.06577237695455551,0.32865598797798157,-0.631335973739624,1.3900271654129028,0.5498059988021851,0.43716299533843994
1777561207223449000,1.897448974609375,1.9793882369995117,-0.07744604349136353,0.328235000371933,-0.6256200075149536,1.3982272148132324,0.5537710189819336,0.4406780004501343
1777561207253661400,1.927661376953125,1.9812874794006348,-0.08513688296079636,0.3270449936389923,-0.6222469806671143,1.4066144227981567,0.5582249760627747,0.44071799516677856
1777561207273742000,1.9477421875,1.996450424194336,-0.08649840950965881,0.324084997177124,-0.6230850219726562,1.414543628692627,0.5634279847145081,0.43506500124931335
1777561207313994800,1.987994873046875,2.0440099239349365,-0.08020404726266861,0.31739598512649536,-0.6279150247573853,1.4371799230575562,0.5769439935684204,0.4148699939250946
1777561207364287700,2.038287841796875,2.1197071075439453,-0.05642785504460335,0.31026899814605713,-0.6364189982414246,1.4738926887512207,0.5961830019950867,0.3785080015659332
1777561207434722300,2.108722412109375,2.214573621749878,0.0013957624323666096,0.2902350127696991,-0.6814020276069641,1.4101799726486206,0.5794829726219177,0.3400770127773285
1777561207525237200,2.1992373046875,2.1733713150024414,0.27271783351898193,0.3744490146636963,-0.7369790077209473,1.2973886728286743,0.4793440103530884,0.294748991727829
1777561207605712100,2.279712158203125,2.3010003566741943,0.608794629573822,0.4498949944972992,-0.7773000001907349,1.252915620803833,0.4115760028362274,0.15492600202560425
1777561207676085800,2.350085693359375,2.494479179382324,0.8498765230178833,0.48520898818969727,-0.7998080253601074,1.1295323371887207,0.351595014333725,0.03548000007867813
1777561207686156500,2.360156494140625,2.5325968265533447,0.8848322033882141,0.4897859990596771,-0.802685022354126,1.0965152978897095,0.33980700373649597,0.018362000584602356
1777561207696196900,2.37019677734375,2.557731866836548,0.9069342017173767,0.49284300208091736,-0.8043050169944763,1.0735026597976685,0.3318679928779602,0.007794999983161688
1777561207716277500,2.390277587890625,2.6209683418273926,0.9584276676177979,-0.5003740191459656,0.8068040013313293,1.0166552066802979,-0.3136729896068573,0.017345000058412552
1777561207726348300,2.400348388671875,2.6581006050109863,0.9854410886764526,-0.5044230222702026,0.8073610067367554,0.9846464395523071,-0.3045479953289032,0.03121500089764595
1777561207736419000,2.410419189453125,2.6937642097473145,1.0061607360839844,-0.5068399906158447,0.8073930144309998,0.9582526087760925,-0.29880398511886597,0.044084999710321426
1777561207746459400,2.42045947265625,2.7305924892425537,1.0297112464904785,-0.5106329917907715,0.8072839975357056,0.9255651831626892,-0.29047900438308716,0.05628399923443794
1777561207776641300,2.450641357421875,2.8253862857818604,1.0820082426071167,-0.5197269916534424,0.8070369958877563,0.8322533965110779,-0.2680090069770813,0.08213300257921219
1777561207826964700,2.50096484375,2.96699857711792,1.1178430318832397,-0.5230429768562317,0.8125140070915222,0.6728293895721436,-0.23516599833965302,0.10460499674081802
1777561207847106300,2.521106201171875,2.9882781505584717,1.1183373928070068,-0.5218430161476135,0.8136680126190186,0.6522660851478577,-0.23230600357055664,0.10796300321817398
1777561207887420000,2.561419921875,2.8905062675476074,1.0967937707901,-0.5211790204048157,0.8138660192489624,0.7325166463851929,-0.2422579973936081,0.0854640007019043
1777561207897490700,2.57149072265625,2.8554813861846924,1.0844124555587769,-0.5192919969558716,0.8135820031166077,0.7684529423713684,-0.24959500133991241,0.07823800295591354
1777561207907592200,2.58159228515625,2.8136708736419678,1.0698615312576294,-0.5176990032196045,0.8133040070533752,0.8067668080329895,-0.25663700699806213,0.06826899945735931
1777561207917632500,2.591632568359375,2.783130645751953,1.0534334182739258,-0.5143190026283264,0.8124669790267944,0.8457164168357849,-0.2673420011997223,0.06245199963450432
1777561207927703300,2.601703369140625,2.7414445877075195,1.034684181213379,-0.5120139718055725,0.8119940161705017,0.8839136958122253,-0.27547499537467957,0.05117800086736679
1777561207937774000,2.611774169921875,2.7020068168640137,1.0126088857650757,-0.5087479948997498,0.8118150234222412,0.9193495512008667,-0.2839060127735138,0.039094001054763794
