time,seconds_elapsed,z,y,x
1777561205430622200,0.104622314453125,3.522449493408203,-9.149027824401855,0.24089327454566956
1777561205449151700,0.12315185546875,3.459501266479492,-9.175561904907227,0.10635163635015488
1777561205467681300,0.141681396484375,3.572645902633667,-9.132697105407715,-0.02089347131550312
1777561205495475200,0.16947509765625,3.723288059234619,-9.070577621459961,-0.1792270541191101
1777561205514004700,0.188004638671875,3.8336751461029053,-9.022314071655273,-0.26678016781806946
1777561205532534300,0.2065341796875,3.8658273220062256,-9.006446838378906,-0.3311900496482849
1777561205551063800,0.225063720703125,3.9066836833953857,-8.985157012939453,-0.41851434111595154
1777561205569593300,0.24359326171875,3.970695972442627,-8.953064918518066,-0.49657687544822693
1777561205588122600,0.26212255859375,4.0340189933776855,-8.922548294067383,-0.5340313911437988
1777561205606652200,0.280652099609375,4.077095031738281,-8.90179443359375,-0.552932620048523
1777561205625181700,0.299181640625,4.118051052093506,-8.882915496826172,-0.5530490875244141
1777561205643711000,0.3177109375,4.149992942810059,-8.868206977844238,-0.5503278970718384
1777561205662240500,0.336240478515625,4.128265857696533,-8.877685546875,-0.5607998371124268
1777561205680769800,0.354769775390625,4.080127239227295,-8.89697265625,-0.6056560277938843
1777561205699299300,0.37329931640625,4.00466775894165,-8.927088737487793,-0.663392186164856
1777561205717828900,0.391828857421875,3.9251961708068848,-8.962628364562988,-0.6591742634773254
1777561205736358100,0.410358154296875,3.865344762802124,-8.993707656860352,-0.5854082107543945
1777561205754887700,0.4288876953125,3.801992416381836,-9.02622127532959,-0.4925153851509094
1777561205773417200,0.447417236328125,3.7773795127868652,-9.040698051452637,-0.40933844447135925
1777561205791946500,0.465946533203125,3.8736026287078857,-9.001859664916992,-0.36348283290863037
1777561205810476000,0.48447607421875,3.9558863639831543,-8.968255996704102,-0.3028905391693115
1777561205829005600,0.503005615234375,3.9112532138824463,-8.990857124328613,-0.19229041039943695
1777561205847535000,0.52153515625,3.7352752685546875,-9.067156791687012,-0.06895160675048828
1777561205866064400,0.540064453125,3.5550754070281982,-9.138858795166016,0.11442477256059647
1777561205884594000,0.558593994140625,3.4694664478302,-9.166313171386719,0.334501177072525
1777561205903123500,0.57712353515625,3.2428293228149414,-9.245198249816895,0.4251389801502228
1777561205921652700,0.59565283203125,2.8910725116729736,-9.361220359802246,0.4238610565662384
1777561205940182300,0.614182373046875,2.5706567764282227,-9.456063270568848,0.3807741403579712
1777561205958711600,0.632711669921875,2.3172826766967773,-9.52554988861084,0.2539099156856537
1777561205977241000,0.651240966796875,2.0663909912109375,-9.586345672607422,0.049015600234270096
1777561205995770600,0.6697705078125,1.7721458673477173,-9.643628120422363,-0.17416921257972717
1777561206014300000,0.6882998046875,1.4890695810317993,-9.688529014587402,-0.292346328496933
1777561206032829400,0.706829345703125,1.2480207681655884,-9.722458839416504,-0.2943281829357147
1777561206051359000,0.72535888671875,1.0056281089782715,-9.752635955810547,-0.21255671977996826
1777561206069888300,0.74388818359375,0.7730653882026672,-9.775617599487305,-0.10029406100511551
1777561206088417800,0.762417724609375,0.49220290780067444,-9.794225692749023,-0.03558757156133652
1777561206106947000,0.780947021484375,0.20870161056518555,-9.804429054260254,0.0013215283397585154
1777561206125476600,0.7994765625,-0.00019507021352183074,-9.806610107421875,0.028161445632576942
1777561206144006100,0.818006103515625,-0.20872646570205688,-9.804391860961914,0.02646378055214882
1777561206162535700,0.83653564453125,-0.4134334325790405,-9.797917366027832,-0.016361119225621223
1777561206181065000,0.85506494140625,-0.6001238822937012,-9.787714004516602,-0.10439647734165192
1777561206199594500,0.873594482421875,-0.7638523578643799,-9.77520751953125,-0.17952099442481995
1777561206218124000,0.8921240234375,-0.9076528549194336,-9.762219429016113,-0.21360395848751068
1777561206236653300,0.9106533203125,-1.0156656503677368,-9.751775741577148,-0.2041686475276947
1777561206255182800,0.929182861328125,-1.1053893566131592,-9.742804527282715,-0.16204550862312317
1777561206273712400,0.94771240234375,-1.197104573249817,-9.732730865478516,-0.10622552782297134
1777561206292241700,0.96624169921875,-1.2952191829681396,-9.720616340637207,-0.04912508651614189
1777561206310771200,0.984771240234375,-1.394095778465271,-9.707052230834961,0.0062420968897640705
1777561206329300700,1.00330078125,-1.5074653625488281,-9.689945220947266,0.05392489954829216
1777561206347830000,1.021830078125,-1.625490427017212,-9.67048454284668,0.09951328486204147
1777561206366359600,1.040359619140625,-1.7221770286560059,-9.6531982421875,0.1423604041337967
1777561206384889000,1.05888916015625,-1.7818470001220703,-9.641884803771973,0.17165963351726532
1777561206403418400,1.07741845703125,-1.8156652450561523,-9.635309219360352,0.1859460026025772
1777561206421948000,1.095947998046875,-1.8392455577850342,-9.630762100219727,0.1896643340587616
1777561206440477200,1.114477294921875,-1.8537358045578003,-9.628117561340332,0.1827920377254486
1777561206459006700,1.1330068359375,-1.838973879814148,-9.631245613098145,0.16635249555110931
1777561206477536300,1.151536376953125,-1.7895389795303345,-9.64084243774414,0.1486463099718094
1777561206496065500,1.1700654296875,-1.700124979019165,-9.65737247467041,0.12300686538219452
1777561206514595000,1.188594970703125,-1.5690090656280518,-9.679985046386719,0.08057889342308044
1777561206533124600,1.20712451171875,-1.3883458375930786,-9.707877159118652,-0.0011013514595106244
1777561206551654000,1.22565380859375,-1.1240980625152588,-9.741361618041992,-0.11251870542764664
1777561206570183400,1.244183349609375,-0.7521734833717346,-9.775629043579102,-0.20426036417484283
1777561206588712700,1.262712646484375,-0.2590421140193939,-9.79987621307373,-0.25632697343826294
1777561206607242200,1.2812421875,0.3470161557197571,-9.796454429626465,-0.2818593382835388
1777561206625771800,1.299771728515625,0.9538746476173401,-9.756163597106934,-0.27887213230133057
1777561206644301000,1.318301025390625,1.4894413948059082,-9.690591812133789,-0.2106962949037552
1777561206662830600,1.33683056640625,1.9752955436706543,-9.605541229248047,-0.046550605446100235
