time,seconds_elapsed,steps
1777560072594642700,-1.231357421875,0
1777560077412724500,3.586724365234375,6
1777560077690722300,3.864722412109375,7
1777560078246455300,4.420455322265625,8
1777560078505617200,4.6796171875,9
1777560078672298000,4.846298095703125,10
1777560078932230400,5.10623046875,11
1777560079469188600,5.643188720703125,12
1777560079747119400,5.921119384765625,13
1777560079895650000,6.069650146484375,14
1777560080145538300,6.319538330078125,15
1777560080710964200,6.884964111328125,16
1777560081137164000,7.3111640625,17
1777560081396596700,7.5705966796875,18
1777560081935180500,8.1091806640625,19
1777560083120026400,9.2940263671875,20
1777560083545708800,9.719708740234376,21
1777560083805273000,9.979273193359376,22
1777560084361371400,10.535371337890625,23
1777560085585359000,11.759359130859375,24
1777560086788842500,12.962842529296875,25
1777560087215573200,13.3895732421875,26
1777560087465330000,13.639329833984375,27
1777560088011970000,14.185969970703125,28
1777560088270928100,14.44492822265625,29
1777560088428355300,14.602355224609376,30
1777560088697432000,14.87143212890625,31
1777560089235617500,15.409617431640624,32
1777560089495364900,15.66936474609375,33
1777560089660806100,15.83480615234375,34
1777560089938964700,16.11296484375,35
1777560090476339200,16.650339111328126,36
1777560090745336300,16.91933642578125,37
1777560090902146600,17.076146484375,38
1777560091144413400,17.318413330078126,39
1777560091680949500,17.854949462890627,40
1777560092366392000,18.54039208984375,41
1777560092922474800,19.096474853515623,42
1777560093348525000,19.522525146484377,43
1777560093589433000,19.76343310546875,44
1777560094126772500,20.3007724609375,45
1777560094553231000,20.727231201171875,46
1777560094812395300,20.986395263671874,47
1777560095340574700,21.51457470703125,48
1777560095998495200,22.1724951171875,49
1777560096507566300,22.68156640625,50
1777560097740232200,23.914232177734377,51
1777560098445013000,24.619012939453125,52
1777560098981426200,25.15542626953125,53
1777560099241322200,25.415322265625,54
1777560099648720000,25.822719970703126,55
1777560100167785700,26.34178564453125,56
1777560100465118200,26.6391181640625,57
1777560100616845000,26.790844970703127,58
1777560100875939000,27.04993896484375,59
1777560101414682000,27.58868212890625,60
1777560102080556800,28.254556884765623,61
1777560102617792500,28.79179248046875,62
1777560102915349800,29.089349853515625,63
1777560103062486500,29.236486572265626,64
1777560103322046000,29.4960458984375,65
1777560103878017500,30.052017578125,66
1777560104137275000,30.31127490234375,67
1777560104305325300,30.4793251953125,68
1777560104564764700,30.7387646484375,69
1777560105100886300,31.27488623046875,70
1777560105378818300,31.552818359375,71
1777560105527042300,31.701042236328124,72
1777560105805292300,31.979292236328124,73
1777560106342349000,32.51634912109375,74
1777560106620296200,32.794296142578126,75
1777560107028143900,33.202143798828125,76
1777560107585216800,33.759216796875,77
1777560108806924300,34.98092431640625,78
1777560109047953200,35.221953125,79
