time,seconds_elapsed,x,y,z
1774790030288921900,0.169921875,-0.01437948072349732,0.007532669865263326,-9.806986565169693
1774790030316709600,0.197709716796875,-0.023659077302704647,0.028119704205493336,-9.806931147423061
1774790030335234800,0.21623486328125,-0.028216874900136524,0.05916961153829818,-9.806780907364113
1774790030353760000,0.234760009765625,0.18451622451923716,4.788843472700928,-1.0084141266087165
1774790030372285200,0.25328515625,0.18451622451923716,4.788843472700928,-1.0084141266087165
1774790030390810400,0.271810302734375,0.11755503178681528,4.629465860348123,-1.0993482017726741
1774790030409335800,0.290335693359375,0.11198929354717646,4.4989236030943,-1.3122629021246475
1774790030427861000,0.308861083984375,0.245931646078247,4.454250818276929,-1.1303599040910886
1774790030446386200,0.32738623046875,0.29636444838232706,4.7419375577426415,-1.3288571305886787
1774790030464911400,0.345911376953125,0.2469990444932954,5.03362015963967,-1.5056141733196906
1774790030483436500,0.3644365234375,0.23357985489132158,4.950506311497934,-1.4329342820309474
1774790030501961700,0.382961669921875,0.20166189278543048,4.718688423968561,-1.0939041249185202
1774790030520487000,0.40148681640625,0.10720610742993714,4.578451271885875,-1.0079379683092338
1774790030539012000,0.42001220703125,-0.06389893436579686,4.4295844281060255,-0.9649936673841584
1774790030557537300,0.438537353515625,-0.37074297465706624,4.249272135552835,-1.1084503286669527
1774790030576062500,0.4570625,-0.3446178635112491,4.2190943612484775,-1.041137755454395
1774790030594587600,0.475587646484375,0.08414551496922279,4.399114200236088,-0.967258057561116
1774790030613113000,0.494113037109375,0.1277713121808502,4.414440134755648,-1.1137173718453326
1774790030631638300,0.51263818359375,-0.07832174425027139,4.570769135997554,-1.226931816296787
1774790030650163500,0.53116357421875,-0.0638738744419648,4.636295120403664,-1.1106173098791476
1774790030668688600,0.549688720703125,-0.39124889389039375,4.523418633547504,-0.7168715580922864
1774790030687213800,0.5682138671875,-0.23948615357837277,4.3211171076233725,-0.7981464222385508
1774790030705739000,0.586739013671875,-0.1391500817994522,4.76550707091882,-1.5105956071643618
1774790030724264200,0.60526416015625,-0.12276281741147554,4.757475577915352,-1.5112188094757375
1774790030742789400,0.623789306640625,0.46936949778864245,4.9136085342744815,-2.1124401298039146
1774790030761314600,0.642314453125,-0.021415300624998745,4.856496442181677,-1.9448078024289703
1774790030779839700,0.66083984375,0.3698853486503243,3.935704042040297,-1.508996625725203
