time,seconds_elapsed,longitude,speedAccuracy,speed,bearingAccuracy,latitude,bearing,horizontalAccuracy,verticalAccuracy,altitude
1774790031117715200,0.998715087890625,4.87463,1.5,0.061847660690546036,0,52.3192722,0,16.715999603271484,1.4461817741394043,67.19999694824219
1774790035903540000,5.7845400390625,4.8746286,1.5,0.020113646984100342,0,52.3192735,0,29.554000854492188,1.4550243616104126,67.19999694824219
1774790036650874000,6.5318740234375,4.8746289,0.291194885969162,0.910519540309906,111.5927963256836,52.3192845,359.766357421875,29.573999404907227,1.4550243616104126,67.19999694824219
1774790037305253400,7.18625341796875,4.8746308,0.22522136569023132,0.8930417895317078,96.24481964111328,52.3192865,357.8359680175781,29.600000381469727,1.4641139507293701,67.19999694824219
1774790037793262000,7.674261962890625,4.8746319,0.2535782754421234,0.8998733758926392,96.38159942626953,52.3192879,358.087646484375,29.6560001373291,1.4641139507293701,67.19999694824219
1774790038410543400,8.29154345703125,4.8746307,0.20951656997203827,0.9524000287055969,77.27651977539062,52.3192918,353.6084899902344,29.51799964904785,1.4713917970657349,67.19999694824219
1774790039028811800,8.909811767578125,4.8746304,0.1696167141199112,0.992607831954956,61.17164993286133,52.3192963,352.79583740234375,29.339000701904297,1.4713917970657349,67.19999694824219
1774790039705278500,9.586278564453124,4.8746296,0.22315828502178192,0.9877778887748718,61.61779022216797,52.319301,350.0760192871094,29.270000457763672,1.479698657989502,67.19999694824219
1774790040476786000,10.357785888671875,4.8746285,0.22342266142368317,0.9896806478500366,46.30012512207031,52.3193059,350.0473937988281,29.06800079345703,1.479698657989502,67.19999694824219
1774790040928883500,10.809883544921876,4.8746279,0.2650308907032013,0.9868643879890442,46.37751388549805,52.3193091,352.9970397949219,28.8700008392334,1.4877612590789795,67.19999694824219
1774790041176122400,11.057122314453125,4.8746276,0.16568568348884583,0.9906046986579895,35.94603729248047,52.3193098,354.2731018066406,28.790000915527344,1.4887797832489014,68.30000305175781
1774790041700139300,11.58113916015625,4.8746472,0.21321946382522583,0.9900203943252563,28.065086364746094,52.3193198,9.836702346801758,26.832000732421875,1.4887797832489014,68.30000305175781
1774790042207586600,12.088586669921876,4.8746544,0.20043215155601501,0.9959772825241089,27.88067054748535,52.319322,6.4227423667907715,25.371000289916992,1.4887797832489014,68.30000305175781
1774790042943064600,12.824064697265625,4.8746585,0.24910560250282288,0.9827437996864319,28.41893196105957,52.319327,6.895771503448486,22.979999542236328,1.5057514905929565,68.30000305175781
1774790043489385000,13.370385009765625,4.8746612,0.2179069072008133,0.9923907518386841,27.090911865234375,52.3193314,4.8167877197265625,21.19300079345703,1.5057514905929565,68.30000305175781
1774790044194800400,14.07580029296875,4.8746629,0.1623373180627823,0.9840896725654602,27.114009857177734,52.319337,4.108407974243164,19.506999969482422,1.5200101137161255,68.30000305175781
1774790044731037000,14.612036865234375,4.8746642,0.2185555249452591,0.9882837533950806,27.12223243713379,52.3193428,1.6551079750061035,16.51300048828125,1.5200101137161255,68.30000305175781
1774790045334622500,15.21562255859375,4.874665,0.22377043962478638,0.9630348086357117,26.763227462768555,52.3193487,359.4770812988281,16.19300079345703,1.5322991609573364,68.30000305175781
1774790045517770500,15.3987705078125,4.8746665,0.22377043962478638,0.96244877576828,26.796236038208008,52.3193515,359.0370788574219,15.942999839782715,1.4817967414855957,68
1774790046090284300,15.9712841796875,4.8746649,0.1643829643726349,0.956756055355072,24.845640182495117,52.3193671,356.7730712890625,13.10099983215332,1.4817967414855957,68
1774790046688296700,16.569296630859377,4.8746643,0.20973041653633118,0.9604488015174866,24.94194793701172,52.3193687,356.3955993652344,13.331000328063965,1.4868186712265015,68
1774790047208748800,17.089748779296876,4.8746629,0.20227092504501343,0.9705215096473694,27.147109985351562,52.3193719,353.7780456542969,13.470000267028809,1.4868186712265015,68
1774790047927203000,17.808203125,4.8746613,0.2485191524028778,0.9755997657775879,26.74526023864746,52.3193772,351.8383483886719,13.765999794006348,1.4909110069274902,68
1774790048494095600,18.375095703125,4.8746593,0.211431622505188,0.9732789993286133,27.20905113220215,52.3193828,351.1798400878906,14.1899995803833,1.4909110069274902,68
1774790049139545600,19.020545654296875,4.8746574,0.16048641502857208,0.9714978933334351,26.53266716003418,52.319389,353.8377380371094,14.442999839782715,1.4945038557052612,68
1774790049771186000,19.65218603515625,4.8746561,0.2157711237668991,0.976792573928833,26.265642166137695,52.3193954,355.7726135253906,14.701000213623047,1.4945038557052612,68
1774790050377739300,20.2587392578125,4.8746549,0.21299968659877777,0.972382664680481,25.689544677734375,52.3194016,356.87451171875,14.98900032043457,1.4984859228134155,68
1774790051061684200,20.942684326171875,4.874654,0.16677699983119965,0.9650173783302307,25.400487899780273,52.3194082,355.70269775390625,15.142999649047852,1.4984859228134155,68
1774790051782803000,21.663802978515626,4.8746528,0.21447013318538666,0.9698361158370972,25.80782699584961,52.3194156,354.7353820800781,15.565999984741211,1.5070823431015015,68
1774790052282130400,22.16313037109375,4.8746522,0.20424120128154755,0.9711953997612,24.76011085510254,52.3194171,353.27008056640625,15.696999549865723,1.421521782875061,67.5
1774790052385781000,22.266781005859375,4.8746602,0.20369952917099,0.9568222761154175,21.032678604125977,52.3194266,358.47119140625,15.440999984741211,1.421521782875061,67.5
1774790053074203600,22.95520361328125,4.8746637,0.16158892214298248,0.9888973236083984,20.63551139831543,52.3194289,359.2642822265625,15.194000244140625,1.421521782875061,67.5
1774790053568063700,23.449063720703126,4.8746658,0.20927107334136963,0.9899275898933411,20.42174530029297,52.3194314,0.8042802810668945,14.940999984741211,1.4289981126785278,67.5
1774790054240445000,24.12144482421875,4.874668,0.22579188644886017,0.9670946002006531,19.108234405517578,52.3194365,1.371166467666626,14.704000473022461,1.4289981126785278,67.5
1774790054825086500,24.70608642578125,4.8746694,0.25249695777893066,0.9598566889762878,20.22681427001953,52.3194411,358.33575439453125,14.458999633789062,1.4369603395462036,67.5
1774790055685842000,25.566842041015626,4.8746699,0.23382167518138885,0.9199643135070801,20.790348052978516,52.3194485,5.337395668029785,13.914999961853027,1.4369603395462036,67.5
1774790057742612200,27.6236123046875,4.874677,0.2925785183906555,0.7085870504379272,18.92015266418457,52.3194596,86.78086853027344,13.288999557495117,1.4543062448501587,67.5
1774790058243033900,28.124033935546876,4.8746818,0.26425397396087646,0.5886339545249939,18.75413703918457,52.3194562,88.4024429321289,13.461999893188477,1.4543062448501587,67.5
1774790058413683500,28.294683349609375,4.874682,0.26425397396087646,0.5862275958061218,18.838638305664062,52.3194544,88.72113037109375,13.498000144958496,1.4090795516967773,67.0999984741211
1774790065415881200,35.296881103515624,4.8747336,0.09520980715751648,0.067298524081707,0,52.3194425,0,12.315999984741211,1.3792955875396729,66.19999694824219
