time,seconds_elapsed,pressure,relativeAltitude
1774790028967417900,-1.15158203125,1022.873046875,0
1774790029068003800,-1.05099609375,1022.88037109375,-0.06341552734375
1774790029168620300,-0.950379638671875,1022.878173828125,-0.0475616455078125
1774790029269298000,-0.8497021484375,1022.8427734375,0.24837493896484375
1774790029369884000,-0.7491162109375,1022.86376953125,0.07398223876953125
1774790029470500400,-0.648499755859375,1022.883056640625,-0.0845489501953125
1774790029571177700,-0.547822265625,1022.86181640625,0.08983612060546875
1774790029671885800,-0.4471142578125,1022.841796875,0.253662109375
1774790029772502300,-0.346497802734375,1022.85693359375,0.13211822509765625
1774790029873240800,-0.24575927734375,1022.85595703125,0.13739776611328125
1774790029973826600,-0.14517333984375,1022.8583984375,0.11626434326171875
1774790030074443000,-0.044556884765625,1022.864501953125,0.06870269775390625
1774790030175029000,0.056029052734375,1022.85693359375,0.13211822509765625
1774790030275554000,0.156553955078125,1022.83154296875,0.3382110595703125
1774790030376201000,0.257200927734375,1022.85009765625,0.18495941162109375
1774790030476878300,0.35787841796875,1022.819580078125,0.43862152099609375
1774790030577556000,0.458555908203125,1022.830078125,0.35406494140625
1774790030678233300,0.5592333984375,1022.857177734375,0.1268310546875
1774790030778788900,0.659788818359375,1022.8115234375,0.5073165893554688
1774790030876750300,0.757750244140625,1022.833251953125,0.32764434814453125
1774790030975336400,0.85633642578125,1022.818359375,0.449188232421875
1774790031075953000,0.956952880859375,1022.84033203125,0.2695159912109375
1774790031176508200,1.057508056640625,1022.8525390625,0.16382598876953125
1774790031277124600,1.15812451171875,1022.80419921875,0.5654525756835938
1774790031377771500,1.258771484375,1022.840576171875,0.26422882080078125
1774790031478418700,1.359418701171875,1022.82421875,0.4016265869140625
1774790031579065600,1.460065673828125,1022.8271484375,0.37520599365234375
1774790031679712500,1.56071240234375,1022.838134765625,0.285369873046875
1774790031780268000,1.66126806640625,1022.837646484375,0.2906494140625
1774790031880762400,1.761762451171875,1022.796142578125,0.6341476440429688
1774790031981348400,1.862348388671875,1022.801025390625,0.5918731689453125
1774790032081934300,1.962934326171875,1022.8369140625,0.29593658447265625
1774790032182611700,2.06361181640625,1022.84228515625,0.253662109375
1774790032283258600,2.164258544921875,1022.83349609375,0.322357177734375
1774790032383875000,2.264875,1022.81982421875,0.43862152099609375
1774790032484522200,2.365522216796875,1022.84423828125,0.23252105712890625
1774790032585108000,2.46610791015625,1022.82763671875,0.37520599365234375
1774790032685846500,2.566846435546875,1022.844970703125,0.22724151611328125
1774790032786402000,2.667402099609375,1022.774658203125,0.8085403442382812
1774790032886988000,2.767988037109375,1022.81787109375,0.45447540283203125
1774790032987573800,2.86857373046875,1022.8125,0.4967498779296875
1774790033088129300,2.96912939453125,1022.79150390625,0.671142578125
1774790033188806700,3.069806640625,1022.810791015625,0.512603759765625
1774790033289453800,3.170453857421875,1022.835693359375,0.3065032958984375
1774790033390039800,3.271039794921875,1022.830322265625,0.348785400390625
1774790033490656300,3.37165625,1022.82470703125,0.3963470458984375
1774790033591272700,3.472272705078125,1022.77783203125,0.7821121215820312
1774790033691858400,3.5728583984375,1022.79931640625,0.60772705078125
1774790033792444400,3.6734443359375,1022.825927734375,0.385772705078125
1774790033893060900,3.774060791015625,1022.856201171875,0.13739776611328125
1774790033993708000,3.8747080078125,1022.84228515625,0.253662109375
1774790034094324500,3.975324462890625,1022.813232421875,0.49146270751953125
1774790034194879700,4.075879638671875,1022.812744140625,0.4967498779296875
1774790034295465700,4.1764658203125,1022.808349609375,0.5337448120117188
1774790034396051700,4.2770517578125,1022.8193359375,0.43862152099609375
1774790034496729000,4.37772900390625,1022.828125,0.3699188232421875
1774790034597406700,4.47840673828125,1022.864013671875,0.07398223876953125
1774790034697962000,4.5789619140625,1022.85888671875,0.11626434326171875
1774790034798395400,4.6793955078125,1022.85107421875,0.17967987060546875
1774790034899011800,4.78001171875,1022.81494140625,0.47560882568359375
1774790034999720000,4.880719970703125,1022.820556640625,0.4333343505859375
1774790035100366800,4.981366943359375,1022.8369140625,0.29593658447265625
1774790035201105400,5.08210546875,1022.884033203125,-0.09511566162109375
1774790035301752300,5.18275244140625,1022.864990234375,0.06341552734375
1774790035402368800,5.28336865234375,1022.855712890625,0.1426849365234375
1774790035503107300,5.384107421875,1022.84619140625,0.21666717529296875
1774790035603784700,5.48478466796875,1022.8505859375,0.18495941162109375
1774790035704401200,5.585401123046875,1022.84130859375,0.258941650390625
1774790035805109200,5.686109130859375,1022.84765625,0.2061004638671875
1774790035905756200,5.786756103515625,1022.887939453125,-0.12682342529296875
1774790036006464300,5.88746435546875,1022.873779296875,-0.01056671142578125
1774790036107202800,5.988202880859375,1022.86181640625,0.08983612060546875
1774790036207941400,6.08894140625,1022.859619140625,0.1109771728515625
1774790036308649200,6.189649169921875,1022.875,-0.0211334228515625
1774790036409265700,6.290265625,1022.850830078125,0.17967987060546875
1774790036509851600,6.3908515625,1022.863525390625,0.07398223876953125
1774790036610559700,6.491559814453125,1022.875732421875,-0.02642059326171875
1774790036711237000,6.592237060546875,1022.85595703125,0.13739776611328125
1774790036811884300,6.69288427734375,1022.832275390625,0.3329315185546875
1774790036912561700,6.793561767578125,1022.846923828125,0.21138763427734375
1774790037013208600,6.89420849609375,1022.84814453125,0.20081329345703125
1774790037113947100,6.994947021484375,1022.8701171875,0.02114105224609375
1774790037214533000,7.095533203125,1022.8759765625,-0.02642059326171875
1774790037315119000,7.196119140625,1022.839599609375,0.2747955322265625
1774790037415705000,7.296705078125,1022.822265625,0.41748046875
1774790037516230000,7.39722998046875,1022.805419921875,0.5548782348632812
1774790037616876800,7.497876708984375,1022.8369140625,0.29593658447265625
1774790037717585000,7.5985849609375,1022.8759765625,-0.02642059326171875
1774790037818293000,7.69929296875,1022.897216796875,-0.20081329345703125
1774790037919000800,7.800000732421875,1022.896240234375,-0.195526123046875
1774790038019678500,7.900678466796875,1022.842041015625,0.253662109375
1774790038120203300,8.001203369140624,1022.833740234375,0.322357177734375
1774790038220789200,8.101789306640624,1022.85888671875,0.11626434326171875
1774790038321283600,8.20228369140625,1022.84375,0.2378082275390625
