time,seconds_elapsed,z,y,x
1777561094415163600,0.12516357421875,0,0,0
1777561094433692400,0.1436923828125,-0.0777437686920166,-0.007770538330078125,0.10622942447662354
1777561094452221000,0.162220947265625,0.1412825584411621,-0.1437053680419922,0.18592381477355957
1777561094480013800,0.190013916015625,-0.5923738479614258,0.1332864761352539,0.8536300659179688
1777561094498542600,0.20854248046875,-0.3076508045196533,0.5554933547973633,0.49288129806518555
1777561094517071400,0.2270712890625,0.2807424068450928,0.5738334655761719,-0.03561604022979736
1777561094535599900,0.245599853515625,0.04978227615356445,0.45709228515625,0.1734633445739746
1777561094554128600,0.264128662109375,-0.3939545154571533,0.25112152099609375,0.11440503597259521
1777561094572657200,0.2826572265625,-0.32437634468078613,0.31737804412841797,0.09519398212432861
1777561094591186000,0.30118603515625,-0.14792442321777344,0.5148687362670898,0.06385672092437744
1777561094609714700,0.319714599609375,0.4235374927520752,0.6354408264160156,-0.21903598308563232
1777561094628243200,0.3382431640625,-0.14074444770812988,0.5160608291625977,-0.17142796516418457
1777561094646772000,0.35677197265625,-0.3608567714691162,0.5109167098999023,0.1794734001159668
1777561094665300500,0.375300537109375,-0.0997006893157959,0.4416933059692383,0.024511218070983887
1777561094683829200,0.393829345703125,0.26596736907958984,0.4912376403808594,-0.3990626335144043
1777561094702358000,0.41235791015625,0.6537027359008789,0.46994972229003906,-0.6764563322067261
1777561094720886500,0.430886474609375,0.41478872299194336,0.41721153259277344,-0.4885598421096802
1777561094739415300,0.449415283203125,1.0225577354431152,0.45647144317626953,-0.13677453994750977
1777561094757943800,0.46794384765625,0.7961804866790771,0.4294567108154297,0.2143622636795044
1777561094776472600,0.48647265625,0.7472188472747803,0.4845876693725586,0.2440861463546753
1777561094795001000,0.5050009765625,0.6293027400970459,0.37491703033447266,0.3243422508239746
1777561094813529900,0.52352978515625,0.6903386116027832,0.41445064544677734,0.2557870149612427
1777561094832058600,0.54205859375,0.3738129138946533,0.2689552307128906,0.046219706535339355
1777561094850587100,0.560587158203125,0.5400426387786865,0.38988494873046875,0.08797872066497803
1777561094869116000,0.579115966796875,0.6285748481750488,0.546391487121582,-0.01991903781890869
1777561094887644400,0.59764453125,0.6998310089111328,0.8873500823974609,0.21628177165985107
1777561094906173200,0.616173095703125,0.5843596458435059,0.8412771224975586,0.1449052095413208
1777561094924701700,0.63470166015625,0.20804834365844727,0.7139143943786621,0.13841629028320312
1777561094943230500,0.65323046875,0.11183595657348633,0.6803398132324219,0.0669170618057251
1777561094961759000,0.671759033203125,0.40138769149780273,0.6160984039306641,-0.44877421855926514
1777561094980287700,0.690287841796875,0.7831625938415527,1.1079950332641602,-0.09762728214263916
1777561094998816500,0.70881640625,0.21637248992919922,1.290679931640625,0.8588615655899048
1777561095017345000,0.727344970703125,0.21294069290161133,-0.09679031372070312,1.7185089588165283
1777561095035873800,0.745873779296875,1.977747917175293,-1.805872917175293,1.660435676574707
1777561095054402600,0.764402587890625,5.768643856048584,-3.8936452865600586,0.6300481557846069
1777561095072931000,0.78293115234375,3.785183906555176,-6.783127784729004,-1.45259428024292
1777561095091459800,0.8014599609375,-0.06589126586914062,-6.477555274963379,0.3140110969543457
1777561095109988400,0.81998828125,-6.004158020019531,-0.612788200378418,3.690119743347168
1777561095128517000,0.83851708984375,-8.487743377685547,3.684544563293457,6.199563026428223
1777561095147045600,0.857045654296875,0.05628514289855957,4.735490798950195,7.714707374572754
1777561095165574400,0.875574462890625,0.36875009536743164,3.877748489379883,2.841625690460205
1777561095184103200,0.894103271484375,-6.654888153076172,1.8086113929748535,-2.0100226402282715
1777561095202631700,0.912631591796875,-6.182403564453125,-2.1551685333251953,-3.7648847103118896
1777561095221160400,0.931160400390625,-2.8300681114196777,-5.082740783691406,-4.585529327392578
