time,seconds_elapsed,magneticBearing
1777561094447744000,0.157743896484375,333.65503394705917
1777561094457744100,0.167744140625,333.65503394705917
1777561094467744000,0.177743896484375,333.56809196807785
1777561094487744000,0.197743896484375,332.5001028340718
1777561094497744100,0.207744140625,334.1868187588102
1777561094507744000,0.217743896484375,333.31753990894146
1777561094517744000,0.227744140625,333.04878712421225
1777561094527744000,0.237743896484375,333.2066800051035
1777561094537744100,0.247744140625,333.278189226306
1777561094547744000,0.257743896484375,336.4931753074942
1777561094557744000,0.267744140625,342.26091767060166
1777561094567744000,0.277743896484375,345.44397856557345
1777561094577744100,0.287744140625,345.13171810850486
1777561094587744000,0.297743896484375,338.03616500386346
1777561094597744000,0.307744140625,351.6816908385391
1777561094607744000,0.317743896484375,335.9906750763219
1777561094617744100,0.327744140625,340.2290172281579
1777561094627744000,0.337743896484375,338.6705384519551
1777561094637744000,0.347744140625,338.8915680554652
1777561094647744000,0.357743896484375,339.7839973645885
1777561094657744100,0.367744140625,340.7539680859045
1777561094667744000,0.377743896484375,339.8879505854588
1777561094677744000,0.387744140625,332.48477875267747
1777561094687744000,0.397743896484375,332.73480095933786
1777561094697744100,0.407744140625,325.7558319804559
1777561094707744000,0.417743896484375,325.60823854937325
1777561094717744000,0.427744140625,325.25641268760677
1777561094727744000,0.437743896484375,324.746692002843
1777561094737744100,0.447744140625,325.3329457439694
1777561094747744000,0.457743896484375,325.005392691787
1777561094757744000,0.467744140625,328.31887837098856
1777561094767744000,0.477743896484375,324.90214180323903
1777561094777744100,0.487744140625,326.77559849387035
1777561094787744000,0.497743896484375,324.0189720937779
1777561094797744000,0.507744140625,323.99070379703085
1777561094807744000,0.517743896484375,325.9871680663391
1777561094817744100,0.527744140625,325.2535095991252
1777561094827744000,0.537743896484375,323.2904047089234
1777561094837744000,0.547744140625,323.98806469014244
1777561094847744000,0.557743896484375,323.0635997587519
1777561094857744100,0.567744140625,323.16069148400595
1777561094867744000,0.577743896484375,322.53438151524176
1777561094877744000,0.587744140625,323.61808006724755
1777561094887744000,0.597743896484375,322.71540223669547
1777561094897744100,0.607744140625,323.52868632577406
1777561094907744000,0.617743896484375,323.52868632577406
1777561094917744000,0.627744140625,322.8504988477947
1777561094927744000,0.637743896484375,323.8313987483535
1777561094937744100,0.647744140625,322.1598053433311
1777561094947744000,0.657743896484375,322.1598053433311
1777561094957744000,0.667744140625,324.3796340737424
1777561094967744000,0.677743896484375,323.5448341074805
1777561094977744100,0.687744140625,322.48909891817163
1777561094987744000,0.697743896484375,324.0123385097047
1777561094997744000,0.707744140625,323.59465126815
1777561095007744000,0.717743896484375,322.420311551927
1777561095017744100,0.727744140625,324.2820677743332
1777561095027744000,0.737743896484375,324.23930177705165
1777561095037744000,0.747744140625,323.0494990523327
1777561095047744000,0.757743896484375,324.5951469315524
1777561095057744100,0.767744140625,323.50002101961434
1777561095067744000,0.777743896484375,324.563395814452
1777561095087744000,0.797743896484375,325.3590527296005
1777561095097744100,0.807744140625,324.46232403971254
1777561095107744000,0.817743896484375,326.3565162914314
1777561095117744000,0.827744140625,325.3294761566972
1777561095127744000,0.837743896484375,324.0758685302797
1777561095137744100,0.847744140625,324.31921374552905
1777561095147744000,0.857743896484375,324.03296811853687
1777561095157744000,0.867744140625,326.150824979163
1777561095167744000,0.877743896484375,324.90619341768905
1777561095177744100,0.887744140625,327.22583461407805
1777561095187744000,0.897743896484375,327.12003674049834
1777561095197744000,0.907744140625,330.07008702452026
1777561095207744000,0.917743896484375,327.16430127357
1777561095217744100,0.927744140625,330.1077037934709
1777561095227744000,0.937743896484375,330.60283621577173
1777561095237744000,0.947744140625,328.95110905301715
1777561095247744000,0.957743896484375,328.5461957332015
1777561095257744100,0.967744140625,331.4792007767379
1777561095267744000,0.977743896484375,330.93131518983006
1777561095277744000,0.987744140625,330.33135315046286
1777561095287744000,0.997743896484375,331.04624474486576
1777561095297744100,1.007744140625,331.25848314605435
1777561095307744000,1.017743896484375,331.1543460169824
1777561095317744000,1.027744140625,331.3153892777017
1777561095327744000,1.037743896484375,328.84689409201
1777561095337744100,1.047744140625,327.1343930385067
1777561095347744000,1.057743896484375,330.2360058152002
1777561095357744000,1.067744140625,330.2360058152002
1777561095367744000,1.077743896484375,328.24286074150825
1777561095377744100,1.087744140625,330.97661018420195
1777561095387744000,1.097743896484375,329.95540437612897
1777561095397744000,1.107744140625,331.8027521694065
1777561095407744000,1.117743896484375,331.7013429209451
1777561095417744100,1.127744140625,332.751532904457
1777561095427744000,1.137743896484375,333.7478045545691
1777561095437744000,1.147744140625,330.2893897157317
1777561095447744000,1.157743896484375,330.2313323303108
1777561095457744100,1.167744140625,331.6257457039631
1777561095467744000,1.177743896484375,329.20074016363867
1777561095477744000,1.187744140625,329.4537489472183
1777561095487744000,1.197743896484375,331.33329460722956
1777561095497744100,1.207744140625,328.50088511973655
1777561095507744000,1.217743896484375,330.6740933116627
