time,seconds_elapsed,magneticBearing
1774789948667543600,0.13154345703125,258.0989222037897
1774789948677543700,0.141543701171875,253.3534111236088
1774789948697543700,0.161543701171875,247.00002984255065
1774789948717543700,0.181543701171875,256.7113456822719
1774789948727543600,0.19154345703125,255.98905293623088
1774789948737543700,0.201543701171875,257.1867940259157
1774789948747543600,0.21154345703125,257.1867940259157
1774789948757543700,0.221543701171875,263.55514453979583
1774789948767543600,0.23154345703125,260.6108519403622
1774789948777543700,0.241543701171875,264.99574753558966
1774789948787543600,0.25154345703125,265.06177871532805
1774789948797543700,0.261543701171875,263.3485845453252
1774789948807543600,0.27154345703125,257.1756015658342
1774789948817543700,0.281543701171875,261.0273733851036
1774789948827543600,0.29154345703125,263.4373016248015
1774789948837543700,0.301543701171875,270.96212873435405
1774789948847543600,0.31154345703125,264.569188739097
1774789948857543700,0.321543701171875,272.3891514929
1774789948867543600,0.33154345703125,277.40180550080527
1774789948877543700,0.341543701171875,269.86767742289413
1774789948887543600,0.35154345703125,260.95370180281174
1774789948897543700,0.361543701171875,267.2297843783809
1774789948907543600,0.37154345703125,260.78452301784876
1774789948917543700,0.381543701171875,274.3184873535523
1774789948927543600,0.39154345703125,263.18022299070185
1774789948937543700,0.401543701171875,274.26464121344105
1774789948947543600,0.41154345703125,267.20729772575083
1774789948957543700,0.421543701171875,269.36104011186194
1774789948967543600,0.43154345703125,267.71807378645514
1774789948977543700,0.441543701171875,255.92662344494664
1774789948987543600,0.45154345703125,265.90527421673204
1774789948997543700,0.461543701171875,269.8673711186238
1774789949007543600,0.47154345703125,260.13891586342083
1774789949017543700,0.481543701171875,250.6021888372756
1774789949027543600,0.49154345703125,252.22685425451903
1774789949037543700,0.501543701171875,268.7811247580007
1774789949047543600,0.51154345703125,255.42246056361589
1774789949057543700,0.521543701171875,256.71713320459634
1774789949067543600,0.53154345703125,261.29777665479025
1774789949077543700,0.541543701171875,271.33740165693854
1774789949087543600,0.55154345703125,264.32258325160393
1774789949097543700,0.561543701171875,263.1456703522597
1774789949107543600,0.57154345703125,259.9445189695925
1774789949117543700,0.581543701171875,263.74191726335124
1774789949127543600,0.59154345703125,270.88366945824424
1774789949137543700,0.601543701171875,270.46656766505134
1774789949147543600,0.61154345703125,271.6663164280294
1774789949157543700,0.621543701171875,272.3392133732261
1774789949167543600,0.63154345703125,269.4685145473554
