time,seconds_elapsed,z,y,x
1775728160719188500,0.0921884765625,6.335057735443115,-3.066972494125366,-6.878541469573975
1775728160729059000,0.10205908203125,6.361393928527832,-2.964021682739258,-6.809109687805176
1775728160738999600,0.11199951171875,6.325480937957764,-3.138798475265503,-6.823474884033203
1775728160748839700,0.121839599609375,6.390124320983887,-3.1675288677215576,-6.900089263916016
1775728160758710500,0.13171044921875,6.430825710296631,-3.1268274784088135,-6.955155849456787
1775728160768650800,0.141650634765625,6.3973069190979,-3.1747114658355713,-7.003039836883545
1775728160778752300,0.151752197265625,6.366182327270508,-3.268085241317749,-6.938396453857422
1775728160788823000,0.161822998046875,6.4164605140686035,-3.308786630630493,-7.0126166343688965
1775728160798893800,0.171893798828125,6.440402507781982,-3.359065055847168,-7.115567684173584
1775728160808903400,0.1819033203125,6.356605529785156,-3.3470940589904785,-7.050923824310303
1775728160819035400,0.192035400390625,6.406883716583252,-3.44765043258667,-6.957550048828125
1775728160829075700,0.20207568359375,6.426037311553955,-3.380612850189209,-6.876147270202637
1775728160859288000,0.2322880859375,6.521805286407471,-3.0166940689086914,-6.852205276489258
1775728160879429600,0.2524296875,6.555324077606201,-3.2992098331451416,-6.878541469573975
1775728160909611500,0.282611572265625,6.447585105895996,-3.354276657104492,-6.878541469573975
1775728160919682300,0.292682373046875,6.3733649253845215,-3.270479440689087,-6.852205276489258
1775728160929722600,0.30272265625,6.337451934814453,-3.1100680828094482,-6.730101108551025
1775728160959965400,0.33296533203125,6.31829833984375,-3.1459810733795166,-6.943184852600098
1775728160980046000,0.353046142578125,6.323086738586426,-3.1292216777801514,-7.007828235626221
1775728160990116900,0.363116943359375,6.251260757446289,-3.1268274784088135,-6.914454460144043
1775728161000187600,0.373187744140625,6.260837554931641,-3.2130186557769775,-7.015010833740234
1775728161010228000,0.38322802734375,6.315904140472412,-3.1699230670928955,-6.983886241912842
1775728161020329200,0.3933291015625,6.382941722869873,-3.224989652633667,-6.931213855743408
1775728161030400000,0.40339990234375,6.36378812789917,-3.3016040325164795,-6.995857238769531
1775728161090702800,0.463702880859375,6.418854713439941,-3.1268274784088135,-6.847416877746582
1775728161110875000,0.483875,6.473921298980713,-3.531447410583496,-6.797138690948486
1775728161120915200,0.493915283203125,6.531382083892822,-3.469198226928711,-6.866570472717285
1775728161130986000,0.503986083984375,6.536170482635498,-3.220201253890991,-6.821080684661865
1775728161141087200,0.514087158203125,6.44279670715332,-3.203441858291626,-6.847416877746582
1775728161161229000,0.53422900390625,6.40927791595459,-3.1220390796661377,-6.852205276489258
1775728161171299800,0.5442998046875,6.337451934814453,-3.2585084438323975,-6.854599475860596
1775728161181370600,0.55437060546875,6.485892295837402,-3.4093432426452637,-6.864176273345947
1775728161191471900,0.564471923828125,6.596025466918945,-3.332728862762451,-6.914454460144043
1775728161201542700,0.574542724609375,6.689399719238281,-3.272873640060425,-6.938396453857422
1775728161211613400,0.584613525390625,6.636727333068848,-3.222595453262329,-6.94079065322876
1775728161231694000,0.604694091796875,6.296750545501709,-3.138798475265503,-6.9024834632873535
1775728161241764900,0.614764892578125,6.347028732299805,-3.3877954483032227,-6.852205276489258
1775728161272007700,0.645007568359375,6.385335922241211,-3.201047658920288,-6.9455790519714355
