time,seconds_elapsed,magneticBearing
1775728160755292000,0.1282919921875,309.93177819174923
1775728160765292000,0.1382919921875,310.44651565642033
1775728160775292000,0.1482919921875,312.3632427295535
1775728160785292000,0.1582919921875,315.9278604870423
1775728160795292000,0.1682919921875,316.4920361320894
1775728160805292000,0.1782919921875,316.7021657984725
1775728160815292000,0.1882919921875,316.7021657984725
1775728160825292000,0.1982919921875,314.944174696164
1775728160835292000,0.2082919921875,317.2003531449881
1775728160845292000,0.2182919921875,317.9450961270515
1775728160855292000,0.2282919921875,312.76585223199766
1775728160865292000,0.2382919921875,315.85676428510584
1775728160875292000,0.2482919921875,315.8079875100985
1775728160885292000,0.2582919921875,314.9439197023626
1775728160895292000,0.2682919921875,316.3808291986442
1775728160905292000,0.2782919921875,318.52316054035396
1775728160915292000,0.2882919921875,317.04112233752454
1775728160925292000,0.2982919921875,317.2212192008961
1775728160935292000,0.3082919921875,322.2312434190131
1775728160945292000,0.3182919921875,319.2666109079714
1775728160955292000,0.3282919921875,318.6427970135606
1775728160965292000,0.3382919921875,316.9160899924835
1775728160975292000,0.3482919921875,311.7724533543212
1775728160985292000,0.3582919921875,311.4485050775622
1775728160995292000,0.3682919921875,310.5400909881092
1775728161005292000,0.3782919921875,314.63806055314257
1775728161015292000,0.3882919921875,311.064144107682
1775728161025292000,0.3982919921875,310.4025338493851
1775728161035292000,0.4082919921875,310.49095445509886
1775728161045292000,0.4182919921875,310.7200988271368
1775728161055292000,0.4282919921875,309.90125148207466
1775728161065292000,0.4382919921875,309.4929866261737
1775728161075292000,0.4482919921875,310.5147628680403
1775728161085292000,0.4582919921875,309.8750767702895
1775728161095292000,0.4682919921875,309.9139449772244
1775728161105292000,0.4782919921875,309.7941272905588
1775728161115292000,0.4882919921875,311.0066832966612
1775728161125292000,0.4982919921875,311.8521497782541
1775728161135292000,0.5082919921875,310.7200988271368
1775728161145292000,0.5182919921875,310.0359102052118
1775728161155292000,0.5282919921875,311.53227345478433
1775728161165292000,0.5382919921875,308.9231572279268
1775728161175292000,0.5482919921875,308.8399395540322
1775728161185292000,0.5582919921875,308.9808510506595
1775728161195292000,0.5682919921875,310.5529639352941
1775728161205292000,0.5782919921875,309.14074206633376
1775728161215292000,0.5882919921875,308.6971702400018
1775728161225292000,0.5982919921875,310.2283895845151
1775728161235292000,0.6082919921875,309.27482351413136
1775728161245292000,0.6182919921875,310.3278668458662
1775728161255292000,0.6282919921875,309.1146675216235
1775728161265292000,0.6382919921875,309.1146675216235
1775728161275292000,0.6482919921875,309.4529875489622
