time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1777560288013000000,0.108,45,1.5,2.498995542526245,21.06800079345703,0,0,65.5999984741211,4.8641065,52.3347284
1777560289206000000,1.301000244140625,45,1.5,2.3569746017456055,22.295000076293945,0.30414918065071106,246.8914031982422,66,4.8640376,52.3347104
1777560295076104000,7.17110400390625,180,1.5,2.5502235889434814,36.20500183105469,0.25244835019111633,77.55420684814453,66,4.8640731,52.3347162
1777560296381974500,8.476974609375,108.1640396118164,0.3972463607788086,2.5588057041168213,36.39400100708008,1.0405694246292114,88.07318878173828,66,4.8641063,52.3347183
1777560297642268000,9.737267822265625,86.07938385009766,0.2816644012928009,2.568260908126831,36.71900177001953,1.1075752973556519,82.17889404296875,66,4.8641257,52.3347211
1777560298921586700,11.016586669921875,79.09490966796875,0.26650622487068176,2.5738346576690674,37.27399826049805,1.135485291481018,84.78448486328125,66,4.8641434,52.3347228
1777560299856602000,11.95160205078125,61.78692626953125,0.26551514863967896,2.5738346576690674,37.803001403808594,1.116803765296936,94.239501953125,66,4.8641582,52.334722
1777560300253895000,12.34889501953125,62.35456466674805,0.26551514863967896,2.5824224948883057,38.60300064086914,1.1193244457244873,96.08106231689453,66,4.8641637,52.3347211
1777560308102616000,20.197615966796874,180,1.5,2.471038818359375,33.45800018310547,1.1239566802978516,99.2901382446289,65.69999694824219,4.8642719,52.3346892
1777560309194472700,21.28947265625,180,0.3765583336353302,2.3768365383148193,33.5260009765625,1.029847264289856,93.32258605957031,65.5,4.8642624,52.3346787
1777560309482975500,21.5779755859375,106.56680297851562,0.3549128472805023,2.3768365383148193,27.75200080871582,0.9742680788040161,173.93739318847656,65.5,4.8642419,52.3346177
1777560310781987800,22.87698779296875,96.04289245605469,0.26158663630485535,2.386958360671997,25.12700080871582,1.0340746641159058,159.23020935058594,65.5,4.8642286,52.3345972
1777560312076863700,24.17186376953125,91.42974090576172,0.26030629873275757,2.3954038619995117,21.38599967956543,1.0725476741790771,151.11306762695312,65.5,4.8642281,52.3345843
1777560313383709400,25.47870947265625,84.5109634399414,0.25865232944488525,2.4049389362335205,18.05900001525879,1.085620641708374,138.3251953125,65.5,4.8642348,52.3345751
1777560314638622500,26.73362255859375,71.87946319580078,0.23478929698467255,2.4132955074310303,19.459999084472656,1.1461445093154907,130.7665252685547,65.5,4.8642479,52.334569
1777560315903141600,27.9981416015625,63.76246643066406,0.24454300105571747,2.421617031097412,20.929000854492188,1.1590980291366577,127.75372314453125,65.5,4.8642646,52.3345639
1777560317178722600,29.27372265625,58.17981719970703,0.25047382712364197,2.429940700531006,22.238000869750977,1.1825976371765137,121.90756225585938,65.5,4.8642845,52.3345597
1777560318484476400,30.579476318359376,47.72331237792969,0.2525690197944641,2.438516855239868,23.38599967956543,1.169654369354248,120.46516418457031,65.5,4.8643068,52.3345558
1777560318795349500,30.890349609375,43.36643981933594,0.23526903986930847,2.282808542251587,23.55900001525879,1.184160828590393,118.43378448486328,65.5,4.864333,52.3345663
1777560319762718700,31.85771875,34.08728790283203,0.24740757048130035,2.282808542251587,21.62299919128418,1.1946678161621094,168.82501220703125,65.5,4.8642444,52.3344888
1777560321060508200,33.15550805664063,34.23206329345703,0.24357464909553528,2.2959680557250977,19.773000717163086,1.1673898696899414,173.23854064941406,65.5,4.8642392,52.334473
1777560322337750300,34.43275024414063,33.46725845336914,0.2378554344177246,2.3042972087860107,17.999000549316406,1.146134853363037,189.2681121826172,65.5,4.8642394,52.334459
1777560323645817000,35.74081713867187,36.021209716796875,0.23038730025291443,2.312868118286133,16.302000045776367,1.1334753036499023,225.1212158203125,65.5,4.8642355,52.3344466
1777560324963607600,37.058607666015625,34.28737258911133,0.24934501945972443,2.329662561416626,17.22599983215332,1.1305744647979736,248.42190551757812,65.5,4.8642193,52.3344388
1777560328229000000,40.324,45,1.5,2.1184873580932617,17.768999099731445,1.1358580589294434,250.3775634765625,65.5,4.8640901,52.3344521
1777560332902320600,44.997320556640624,107.92054748535156,0.3556685149669647,2.130826950073242,22.631999969482422,1.0168204307556152,293.56207275390625,65.5,4.8640153,52.3344639
1777560334282975500,46.3779755859375,96.74317932128906,0.31881096959114075,2.136137008666992,27.697999954223633,1.0470865964889526,292.4212341308594,65.5,4.8639977,52.3344737
1777560335596058000,47.69105810546875,75.93817901611328,0.21009771525859833,2.1456081867218018,27.274999618530273,1.0882811546325684,288.8486633300781,65.5,4.8639805,52.33448
1777560336903061500,48.9980615234375,64.0356674194336,0.2704758644104004,2.154069662094116,27.166000366210938,1.1175835132598877,282.7073669433594,65.5,4.8639636,52.3344839
1777560338221958700,50.31695874023438,57.80258560180664,0.2564787268638611,2.161627769470215,26.90399932861328,1.1010417938232422,278.8724060058594,65.5,4.8639442,52.3344872
1777560339542738400,51.637738525390624,49.96041488647461,0.2789872884750366,2.171220541000366,27.035999298095703,1.1069406270980835,280.2577819824219,65.5,4.8639238,52.3344902
1777560340895920400,52.99092041015625,43.063045501708984,0.26061776280403137,2.1759886741638184,24.03700065612793,1.0726979970932007,312.05975341796875,64.20000457763672,4.8639048,52.3345046
1777560342222881500,54.317881591796876,43.42890167236328,0.2679646909236908,2.1842691898345947,20.965999603271484,1.0369131565093994,357.37677001953125,64.20000457763672,4.8638953,52.3345179
1777560343563822600,55.65882250976563,42.24441146850586,0.29320287704467773,2.193253993988037,17.812000274658203,1.0238803625106812,11.249411582946777,64.20000457763672,4.8638995,52.3345319
1777560344897391000,56.99239111328125,40.5042610168457,0.2333194464445114,2.201566219329834,14.54699993133545,1.0575242042541504,7.662101745605469,64.20000457763672,4.8639039,52.3345424
1777560346222840000,58.31784008789062,39.78096389770508,0.24295179545879364,2.210134506225586,14.729000091552734,1.0899711847305298,6.528169631958008,64.20000457763672,4.8639041,52.3345535
1777560347368326000,59.463325927734374,37.3178596496582,0.26791489124298096,2.014220952987671,14.923999786376953,1.0916862487792969,9.232254981994629,65.5,4.8639023,52.3345547
1777560347503880700,59.59888061523438,36.39656448364258,0.3003042936325073,2.014220952987671,14.402000427246094,1.0974886417388916,17.342708587646484,65.5,4.8639057,52.3345865
1777560348781060600,60.876060546875,30.93424415588379,0.26886335015296936,2.0225422382354736,13.890999794006348,1.1662328243255615,0.4572394788265228,65.5,4.8639006,52.3345992
1777560350022652200,62.11765209960937,30.227994918823242,0.260694295167923,2.0308077335357666,12.9350004196167,1.2023810148239136,354.2823486328125,65.5,4.8638913,52.3346123
1777560351302669000,63.3976689453125,30.273517608642578,0.27610594034194946,2.039306402206421,12.307000160217285,1.1986957788467407,350.7966613769531,65.5,4.8638804,52.3346261
1777560352571526700,64.66652661132812,25.513559341430664,0.2290187031030655,2.047499418258667,12.491999626159668,1.18399977684021,347.50079345703125,65.5,4.8638666,52.3346393
1777560353876787700,65.97178759765625,24.162187576293945,0.254182904958725,2.056391954421997,12.755000114440918,1.159694790840149,344.19696044921875,65.5,4.8638538,52.3346527
1777560355184033800,67.27903369140626,24.574161529541016,0.250131219625473,2.0649821758270264,13.050000190734863,1.147621989250183,340.7949523925781,65.5,4.8638404,52.3346656
1777560355261948400,67.35694848632812,25.64470100402832,0.2876732349395752,2.1149442195892334,13.194999694824219,1.1433756351470947,338.7315979003906,65.5,4.8638286,52.3346658
1777560356480395000,68.57539501953126,25.045162200927734,0.30467793345451355,2.122436285018921,13.013999938964844,1.1061137914657593,339.5902404785156,65.5,4.8638229,52.3346734
1777560357757778200,69.85277807617187,21.97199821472168,0.2422296106815338,2.1307597160339355,12.623000144958496,1.0971052646636963,340.677734375,65.5,4.8638142,52.3346825
1777560359064434200,71.15943408203125,22.246091842651367,0.2700299322605133,2.139336585998535,12.420999526977539,1.1071900129318237,338.1924133300781,65.5,4.8638043,52.334694
1777560360342205200,72.437205078125,21.662439346313477,0.30758413672447205,2.148037910461426,12.204999923706055,1.1110734939575195,338.61224365234375,65.5,4.8637928,52.3347059
1777560361621913000,73.7169130859375,114.7730712890625,0.23683714866638184,2.1567423343658447,12.592000007629395,1.2487564086914062,302.2293701171875,65.5,4.8637821,52.3347149
1777560362936699600,75.03169970703125,103.11900329589844,0.2599315047264099,2.1671533584594727,13.07699966430664,1.1546885967254639,296.2421569824219,65.5,4.8637659,52.3347182
1777560363035106300,75.13010620117187,102.35320281982422,0.2599315047264099,2.1938235759735107,13.239999771118164,1.12308931350708,290.7380676269531,65.69999694824219,4.8637726,52.3347121
1777560364243036700,76.33803662109375,100.62739562988281,0.2954612970352173,2.2014122009277344,13.383000373840332,1.1578831672668457,329.9090576171875,65.69999694824219,4.8638123,52.334738
1777560365503115000,77.59811499023438,93.1753158569336,0.3075709939002991,2.209672451019287,13.628000259399414,1.132421612739563,322.4270324707031,65.69999694824219,4.863816,52.3347459
1777560366801919200,78.89691918945313,76.04124450683594,0.222744420170784,2.2180519104003906,14.298999786376953,1.213392972946167,300.00054931640625,65.69999694824219,4.8638028,52.3347526
1777560368162944800,80.25794482421875,56.05329895019531,0.2843366265296936,2.2232868671417236,15.189000129699707,1.162095308303833,292.4747314453125,65.69999694824219,4.8637818,52.3347567
1777560369462599000,81.55759887695312,49.130279541015625,0.29272356629371643,2.228193759918213,16.577999114990234,1.1429578065872192,287.59942626953125,65.69999694824219,4.8637603,52.3347593
