time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1777560387957000000,100.052,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560389957000000,102.052,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560391961000000,104.056,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560393962000000,106.05699975585938,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560395962000000,108.05699975585938,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560397963000000,110.058,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560399964000000,112.059,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560401963000000,114.058,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560403965000000,116.06,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560405965000000,118.06,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560407965000000,120.06,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560409965000000,122.06,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
1777560411966000000,124.06100024414063,wifi,true,true,true,false,VU-Campusnet,10:e3:76:47:55:cd,63,130.37.159.119,5700,,
